plant_type,location,sunlight,soil_type,soil_moisture,nitrogen,phosphorus,potassium,soil_ph,recommended_fertilizer
Flower Plant,Outdoor Garden,High,Clay,Medium,68,72,51,7.4,Bone Meal
Leafy Ornamental,Outdoor Garden,Medium,Loamy,High,70,42,30,5.3,Balanced NPK
Succulent,Outdoor Garden,Low,Sandy,High,22,73,74,5.2,Nitrogen Rich
Leafy Ornamental,Indoor,Low,Potting Mix,Low,73,60,34,5.2,Balanced NPK
Flower Plant,Indoor,Low,Potting Mix,Medium,23,59,60,6.7,Nitrogen Rich
Succulent,Outdoor Garden,High,Potting Mix,Low,20,54,55,6.0,Nitrogen Rich
Indoor Plant,Balcony,High,Clay,Low,52,72,64,6.7,Liquid Fertilizer
Flower Plant,Indoor,Low,Loamy,Low,32,59,53,5.6,Nitrogen Rich
Vegetable Plant,Balcony,Medium,Sandy,Medium,45,49,56,5.6,Balanced NPK
Leafy Ornamental,Rooftop,Medium,Sandy,High,74,61,68,5.1,Nitrogen Rich
Herb,Outdoor Garden,Medium,Potting Mix,Low,60,20,64,5.4,Phosphorus Rich
Herb,Outdoor Garden,High,Clay,High,74,26,77,6.3,Phosphorus Rich
Indoor Plant,Rooftop,Low,Potting Mix,Medium,22,79,24,6.7,Nitrogen Rich
Vegetable Plant,Indoor,Low,Clay,Low,33,57,29,6.9,Nitrogen Rich
Leafy Ornamental,Outdoor Garden,Low,Clay,Low,56,35,56,7.1,Nitrogen Rich
Herb,Balcony,Medium,Loamy,High,66,25,52,6.9,Phosphorus Rich
Vegetable Plant,Indoor,Low,Potting Mix,Low,73,24,41,6.5,Phosphorus Rich
Succulent,Outdoor Garden,Medium,Sandy,High,37,70,48,6.2,Compost
Vegetable Plant,Outdoor Garden,Medium,Loamy,High,57,62,44,5.2,Vermicompost
Succulent,Balcony,Low,Sandy,Low,37,29,44,6.8,Phosphorus Rich
Leafy Ornamental,Rooftop,High,Potting Mix,Medium,43,26,25,5.0,Phosphorus Rich
Vegetable Plant,Outdoor Garden,Medium,Clay,Low,28,25,31,6.1,Nitrogen Rich
Succulent,Outdoor Garden,Low,Sandy,Low,42,55,25,6.5,Balanced NPK
Vegetable Plant,Outdoor Garden,Low,Clay,Medium,44,69,25,6.8,Balanced NPK
Succulent,Rooftop,High,Loamy,High,44,30,28,5.7,Phosphorus Rich
Vegetable Plant,Outdoor Garden,Low,Sandy,Low,47,37,46,5.7,Balanced NPK
Indoor Plant,Balcony,Medium,Loamy,High,60,51,58,6.5,Liquid Fertilizer
Herb,Indoor,Low,Clay,Low,80,45,41,7.1,Nitrogen Rich
Herb,Balcony,Medium,Clay,Medium,72,72,75,6.6,Nitrogen Rich
Succulent,Rooftop,Medium,Clay,High,80,64,32,6.2,Balanced NPK
Flower Plant,Outdoor Garden,Medium,Clay,High,64,60,51,7.4,Bone Meal
Flower Plant,Balcony,Medium,Clay,Medium,43,27,79,6.4,Phosphorus Rich
Succulent,Rooftop,High,Sandy,High,49,80,65,5.5,Compost
Vegetable Plant,Indoor,Medium,Potting Mix,Low,60,39,35,5.6,Balanced NPK
Flower Plant,Outdoor Garden,Medium,Sandy,Medium,58,50,57,6.0,Bone Meal
Succulent,Outdoor Garden,High,Sandy,Medium,64,77,71,6.3,Compost
Leafy Ornamental,Indoor,Low,Loamy,High,62,42,30,6.6,Balanced NPK
Indoor Plant,Outdoor Garden,Medium,Potting Mix,Low,20,26,36,5.6,Nitrogen Rich
Leafy Ornamental,Rooftop,Medium,Clay,Medium,49,69,63,6.5,Nitrogen Rich
Succulent,Rooftop,Medium,Sandy,Medium,26,38,46,7.3,Nitrogen Rich
Indoor Plant,Indoor,High,Loamy,Medium,39,41,49,7.0,Liquid Fertilizer
Succulent,Outdoor Garden,Medium,Potting Mix,Low,48,66,64,6.1,Compost
Indoor Plant,Balcony,Low,Sandy,Low,74,41,61,5.3,Liquid Fertilizer
Flower Plant,Rooftop,High,Loamy,High,30,41,55,6.1,Nitrogen Rich
Herb,Rooftop,Medium,Loamy,Low,60,62,47,6.0,Nitrogen Rich
Leafy Ornamental,Rooftop,Medium,Potting Mix,Medium,20,65,33,5.5,Nitrogen Rich
Leafy Ornamental,Indoor,High,Sandy,High,31,43,40,5.5,Nitrogen Rich
Indoor Plant,Balcony,High,Potting Mix,High,60,40,58,6.0,Liquid Fertilizer
Herb,Indoor,Medium,Clay,Medium,59,31,72,6.7,Phosphorus Rich
Vegetable Plant,Indoor,High,Loamy,Medium,27,35,39,5.3,Nitrogen Rich
Vegetable Plant,Rooftop,High,Potting Mix,Medium,58,28,56,6.0,Phosphorus Rich
Flower Plant,Outdoor Garden,High,Loamy,High,30,51,38,5.4,Nitrogen Rich
Vegetable Plant,Outdoor Garden,High,Sandy,Medium,80,20,51,5.3,Phosphorus Rich
Herb,Outdoor Garden,Medium,Potting Mix,Medium,65,73,48,6.2,Nitrogen Rich
Indoor Plant,Indoor,Low,Clay,Low,37,34,54,5.7,Phosphorus Rich
Herb,Outdoor Garden,High,Sandy,High,27,37,69,6.4,Nitrogen Rich
Vegetable Plant,Indoor,High,Potting Mix,High,33,47,26,6.8,Nitrogen Rich
Leafy Ornamental,Rooftop,Medium,Sandy,Medium,36,42,75,7.0,Nitrogen Rich
Herb,Indoor,Low,Loamy,High,57,64,42,7.2,Nitrogen Rich
Succulent,Outdoor Garden,Low,Loamy,Low,72,33,71,5.1,Phosphorus Rich
Vegetable Plant,Balcony,High,Loamy,Medium,65,38,38,6.4,Balanced NPK
Succulent,Indoor,Low,Potting Mix,Low,37,75,61,5.3,Compost
Flower Plant,Rooftop,Low,Clay,Low,68,73,63,6.0,Bone Meal
Flower Plant,Balcony,High,Potting Mix,Medium,48,24,60,7.0,Phosphorus Rich
Indoor Plant,Outdoor Garden,High,Clay,High,79,76,43,6.1,Liquid Fertilizer
Herb,Balcony,High,Sandy,High,25,66,49,6.6,Nitrogen Rich
Leafy Ornamental,Balcony,Low,Potting Mix,Low,47,72,33,6.2,Balanced NPK
Vegetable Plant,Balcony,Medium,Loamy,High,74,51,70,5.9,Balanced NPK
Leafy Ornamental,Indoor,Low,Sandy,High,70,73,49,5.0,Nitrogen Rich
Flower Plant,Outdoor Garden,Medium,Sandy,Medium,32,64,78,5.3,Nitrogen Rich
Leafy Ornamental,Balcony,Low,Clay,Low,61,43,36,5.2,Nitrogen Rich
Leafy Ornamental,Rooftop,Low,Potting Mix,High,39,66,64,6.9,Nitrogen Rich
Herb,Indoor,High,Sandy,Low,33,50,24,5.3,Nitrogen Rich
Flower Plant,Outdoor Garden,Low,Sandy,High,41,72,27,7.5,Balanced NPK
Herb,Rooftop,Medium,Sandy,Low,44,25,66,7.0,Phosphorus Rich
Indoor Plant,Balcony,Medium,Clay,Low,44,69,72,6.9,Liquid Fertilizer
Flower Plant,Rooftop,Low,Sandy,High,61,30,48,5.9,Phosphorus Rich
Flower Plant,Rooftop,Medium,Potting Mix,Low,25,77,26,5.4,Nitrogen Rich
Indoor Plant,Outdoor Garden,Medium,Potting Mix,Medium,70,28,35,5.7,Phosphorus Rich
Indoor Plant,Rooftop,High,Clay,High,21,74,74,6.6,Nitrogen Rich
Vegetable Plant,Rooftop,High,Loamy,High,45,38,61,5.1,Vermicompost
Flower Plant,Outdoor Garden,Medium,Sandy,Low,51,60,58,5.2,Bone Meal
Indoor Plant,Balcony,Medium,Loamy,Medium,75,73,56,6.1,Liquid Fertilizer
Succulent,Rooftop,Medium,Sandy,Low,57,24,20,5.7,Phosphorus Rich
Indoor Plant,Indoor,Medium,Clay,High,65,52,69,6.0,Liquid Fertilizer
Leafy Ornamental,Outdoor Garden,Low,Loamy,Medium,25,39,25,6.3,Nitrogen Rich
Flower Plant,Rooftop,High,Clay,Medium,57,60,68,7.1,Bone Meal
Leafy Ornamental,Indoor,Medium,Potting Mix,High,74,35,23,5.6,Balanced NPK
Herb,Indoor,Medium,Sandy,Medium,62,67,62,6.9,Nitrogen Rich
Indoor Plant,Indoor,High,Loamy,High,20,30,51,7.4,Nitrogen Rich
Succulent,Balcony,Low,Clay,Low,67,69,75,5.7,Compost
Indoor Plant,Indoor,Medium,Potting Mix,Medium,53,24,36,6.8,Phosphorus Rich
Succulent,Indoor,Medium,Potting Mix,High,43,23,51,7.1,Phosphorus Rich
Flower Plant,Balcony,Low,Clay,Low,77,56,63,6.8,Bone Meal
Flower Plant,Indoor,Low,Sandy,Low,22,50,43,6.0,Nitrogen Rich
Flower Plant,Rooftop,Low,Potting Mix,Low,40,35,46,7.3,Bone Meal
Vegetable Plant,Balcony,Low,Clay,Low,52,63,77,5.1,Vermicompost
Flower Plant,Indoor,Medium,Sandy,Medium,75,38,69,7.1,Bone Meal
Vegetable Plant,Indoor,High,Potting Mix,Low,43,32,38,6.4,Phosphorus Rich
Vegetable Plant,Rooftop,Medium,Clay,High,51,69,69,5.5,Balanced NPK
Succulent,Rooftop,Low,Sandy,Medium,21,34,54,5.9,Nitrogen Rich
Leafy Ornamental,Indoor,Medium,Sandy,High,44,74,67,6.8,Nitrogen Rich
Indoor Plant,Rooftop,High,Loamy,Medium,51,23,29,6.8,Phosphorus Rich
Indoor Plant,Indoor,Low,Potting Mix,High,77,43,49,7.4,Liquid Fertilizer
Indoor Plant,Indoor,High,Loamy,High,72,45,24,6.5,Balanced NPK
Indoor Plant,Outdoor Garden,High,Loamy,Low,38,36,74,5.8,Liquid Fertilizer
Herb,Balcony,Medium,Potting Mix,Medium,34,24,80,5.5,Nitrogen Rich
Succulent,Indoor,Low,Sandy,Low,48,49,40,6.0,Compost
Succulent,Balcony,Low,Potting Mix,Medium,49,36,74,5.3,Compost
Flower Plant,Balcony,High,Sandy,Low,73,74,40,5.4,Bone Meal
Leafy Ornamental,Rooftop,Medium,Potting Mix,High,23,63,39,5.7,Nitrogen Rich
Flower Plant,Indoor,Medium,Potting Mix,High,67,55,35,5.2,Bone Meal
Indoor Plant,Rooftop,Low,Sandy,Low,73,69,34,5.3,Balanced NPK
Herb,Balcony,High,Sandy,High,57,36,78,7.0,Nitrogen Rich
Indoor Plant,Indoor,Low,Potting Mix,Low,25,77,74,7.1,Nitrogen Rich
Vegetable Plant,Indoor,Low,Potting Mix,Low,30,79,56,6.1,Nitrogen Rich
Leafy Ornamental,Outdoor Garden,Medium,Sandy,Medium,63,47,31,5.9,Balanced NPK
Flower Plant,Balcony,Medium,Potting Mix,Low,22,59,59,6.5,Nitrogen Rich
Leafy Ornamental,Balcony,Medium,Potting Mix,High,50,23,25,5.7,Phosphorus Rich
Flower Plant,Outdoor Garden,Low,Loamy,High,71,54,70,5.0,Bone Meal
Herb,Balcony,Medium,Potting Mix,Medium,78,56,52,5.8,Nitrogen Rich
Vegetable Plant,Rooftop,Low,Clay,High,34,21,77,7.0,Nitrogen Rich
Vegetable Plant,Indoor,Medium,Clay,High,34,30,26,5.6,Nitrogen Rich
Flower Plant,Balcony,High,Sandy,Low,56,74,71,6.0,Bone Meal
Flower Plant,Rooftop,Low,Clay,High,64,42,78,6.5,Bone Meal
Leafy Ornamental,Balcony,High,Loamy,High,80,32,73,7.5,Phosphorus Rich
Herb,Balcony,Low,Potting Mix,Low,25,23,34,6.5,Nitrogen Rich
Indoor Plant,Outdoor Garden,Low,Clay,High,32,71,28,5.9,Nitrogen Rich
Flower Plant,Balcony,Low,Sandy,Low,57,65,78,5.4,Bone Meal
Indoor Plant,Balcony,Low,Clay,High,80,62,45,6.5,Liquid Fertilizer
Vegetable Plant,Balcony,Medium,Loamy,Low,66,80,47,7.0,Balanced NPK
Herb,Balcony,Low,Clay,Low,62,57,72,5.4,Nitrogen Rich
Vegetable Plant,Balcony,Low,Loamy,High,20,80,64,7.4,Nitrogen Rich
Herb,Indoor,Low,Clay,High,34,60,56,5.3,Nitrogen Rich
Herb,Rooftop,Medium,Sandy,Low,42,40,30,6.6,Balanced NPK
Indoor Plant,Balcony,Medium,Sandy,Medium,33,35,64,5.2,Nitrogen Rich
Vegetable Plant,Indoor,High,Sandy,Low,44,48,66,6.0,Balanced NPK
Flower Plant,Outdoor Garden,Medium,Potting Mix,Medium,54,44,26,7.1,Balanced NPK
Succulent,Rooftop,Low,Potting Mix,Low,71,74,22,5.7,Balanced NPK
Vegetable Plant,Balcony,Low,Sandy,Medium,30,76,44,5.4,Nitrogen Rich
Indoor Plant,Indoor,Medium,Potting Mix,High,21,47,80,6.6,Nitrogen Rich
Succulent,Outdoor Garden,Low,Sandy,Low,41,33,32,6.0,Phosphorus Rich
Succulent,Balcony,High,Clay,Medium,35,26,23,6.0,Phosphorus Rich
Succulent,Outdoor Garden,Low,Sandy,Medium,20,47,25,5.7,Nitrogen Rich
Leafy Ornamental,Outdoor Garden,Low,Sandy,Low,33,30,60,5.7,Nitrogen Rich
Indoor Plant,Outdoor Garden,Low,Clay,Medium,50,51,77,6.7,Liquid Fertilizer
Indoor Plant,Outdoor Garden,Low,Clay,Medium,43,31,48,5.1,Phosphorus Rich
Herb,Outdoor Garden,Medium,Loamy,Medium,56,23,29,6.9,Phosphorus Rich
Leafy Ornamental,Indoor,Low,Clay,High,46,68,57,5.6,Nitrogen Rich
Indoor Plant,Outdoor Garden,High,Potting Mix,High,63,75,79,6.2,Liquid Fertilizer
Flower Plant,Outdoor Garden,Medium,Sandy,Medium,77,74,65,5.1,Bone Meal
Succulent,Rooftop,Low,Potting Mix,Low,80,30,33,7.0,Phosphorus Rich
Flower Plant,Indoor,Medium,Sandy,High,47,32,72,6.6,Phosphorus Rich
Succulent,Balcony,Medium,Sandy,Low,44,55,45,6.4,Compost
Vegetable Plant,Outdoor Garden,Low,Potting Mix,Low,46,29,29,6.4,Phosphorus Rich
Succulent,Indoor,Low,Sandy,Medium,75,54,76,5.9,Compost
Herb,Balcony,Medium,Potting Mix,High,58,50,22,5.4,Balanced NPK
Herb,Rooftop,High,Potting Mix,Low,45,76,76,5.8,Nitrogen Rich
Flower Plant,Indoor,High,Potting Mix,Medium,77,43,21,5.8,Balanced NPK
Vegetable Plant,Balcony,Medium,Potting Mix,High,63,26,75,5.6,Phosphorus Rich
Vegetable Plant,Outdoor Garden,Medium,Clay,High,46,58,61,5.2,Vermicompost
Herb,Rooftop,Medium,Potting Mix,High,75,43,72,5.1,Nitrogen Rich
Flower Plant,Indoor,Medium,Potting Mix,Low,69,74,53,7.2,Bone Meal
Indoor Plant,Rooftop,Low,Loamy,Low,35,22,49,5.1,Phosphorus Rich
Vegetable Plant,Rooftop,Medium,Clay,Medium,52,45,60,7.3,Balanced NPK
Leafy Ornamental,Indoor,Low,Clay,Medium,58,48,31,7.4,Balanced NPK
Herb,Balcony,Medium,Loamy,Medium,67,73,64,5.2,Nitrogen Rich
Indoor Plant,Outdoor Garden,Low,Loamy,High,69,33,74,5.6,Phosphorus Rich
Flower Plant,Rooftop,Medium,Potting Mix,High,21,75,69,7.4,Nitrogen Rich
Leafy Ornamental,Indoor,Medium,Loamy,High,31,58,71,5.0,Nitrogen Rich
Vegetable Plant,Balcony,High,Clay,Medium,77,44,74,5.9,Balanced NPK
Vegetable Plant,Rooftop,Medium,Clay,High,53,72,59,6.0,Balanced NPK
Indoor Plant,Indoor,High,Clay,High,61,58,58,5.7,Liquid Fertilizer
Leafy Ornamental,Indoor,Medium,Sandy,Medium,37,60,40,7.2,Nitrogen Rich
Vegetable Plant,Balcony,Low,Loamy,High,68,35,77,5.1,Vermicompost
Succulent,Outdoor Garden,High,Clay,High,28,66,21,6.6,Nitrogen Rich
Vegetable Plant,Balcony,Medium,Potting Mix,Medium,67,22,57,6.8,Phosphorus Rich
Succulent,Rooftop,Medium,Loamy,High,54,60,70,6.2,Compost
Leafy Ornamental,Balcony,High,Clay,Low,73,62,76,6.4,Nitrogen Rich
Vegetable Plant,Indoor,Medium,Loamy,High,36,66,71,6.4,Balanced NPK
Flower Plant,Balcony,High,Sandy,Low,42,34,67,7.2,Phosphorus Rich
Herb,Balcony,Medium,Clay,High,38,49,74,5.3,Nitrogen Rich
Indoor Plant,Indoor,Medium,Loamy,High,27,75,63,6.0,Nitrogen Rich
Vegetable Plant,Outdoor Garden,Low,Loamy,Low,32,41,46,7.5,Nitrogen Rich
Herb,Rooftop,Medium,Loamy,Low,51,41,60,7.5,Nitrogen Rich
Vegetable Plant,Indoor,Low,Potting Mix,Medium,33,68,69,5.4,Nitrogen Rich
Flower Plant,Outdoor Garden,Low,Loamy,High,47,60,47,6.0,Bone Meal
Herb,Outdoor Garden,Low,Sandy,High,32,66,43,7.4,Nitrogen Rich
Vegetable Plant,Rooftop,Low,Sandy,High,66,35,34,6.7,Balanced NPK
Vegetable Plant,Balcony,Low,Sandy,Medium,52,57,39,5.4,Vermicompost
Indoor Plant,Balcony,Medium,Potting Mix,High,53,58,53,5.8,Liquid Fertilizer
Leafy Ornamental,Rooftop,Medium,Potting Mix,Medium,68,32,30,7.4,Phosphorus Rich
Herb,Indoor,Low,Loamy,High,28,33,66,5.1,Nitrogen Rich
Succulent,Rooftop,Low,Clay,High,61,70,22,5.9,Balanced NPK
Leafy Ornamental,Balcony,High,Sandy,High,23,62,26,6.6,Nitrogen Rich
Indoor Plant,Indoor,High,Sandy,Medium,48,44,27,6.4,Balanced NPK
Herb,Rooftop,Low,Sandy,Medium,46,62,26,6.7,Balanced NPK
Vegetable Plant,Rooftop,Medium,Sandy,High,66,59,27,5.7,Balanced NPK
Indoor Plant,Outdoor Garden,Low,Loamy,Medium,73,53,32,5.9,Balanced NPK
Herb,Balcony,Low,Sandy,High,51,78,33,6.7,Balanced NPK
Herb,Balcony,Low,Sandy,Low,62,25,78,5.3,Phosphorus Rich
Succulent,Outdoor Garden,Low,Sandy,High,24,66,66,5.3,Nitrogen Rich
Vegetable Plant,Rooftop,Medium,Clay,Medium,49,23,26,7.0,Phosphorus Rich
Indoor Plant,Balcony,Medium,Clay,Medium,67,27,26,7.1,Phosphorus Rich
Indoor Plant,Indoor,Low,Loamy,Medium,42,77,48,7.4,Liquid Fertilizer
Vegetable Plant,Indoor,Medium,Clay,Low,27,45,45,7.4,Nitrogen Rich
Vegetable Plant,Outdoor Garden,High,Potting Mix,Medium,61,76,71,5.4,Vermicompost
Flower Plant,Indoor,Low,Sandy,Medium,78,57,50,7.0,Bone Meal
Leafy Ornamental,Outdoor Garden,Low,Potting Mix,Medium,59,21,75,6.7,Phosphorus Rich
Leafy Ornamental,Rooftop,Medium,Potting Mix,Low,76,46,48,5.1,Nitrogen Rich
Vegetable Plant,Balcony,Low,Loamy,High,75,41,53,6.3,Balanced NPK
Leafy Ornamental,Indoor,Medium,Loamy,Medium,42,62,63,6.6,Nitrogen Rich
Flower Plant,Indoor,Low,Loamy,High,74,50,74,6.2,Bone Meal
Flower Plant,Indoor,Medium,Clay,Low,41,37,23,6.3,Balanced NPK
Succulent,Outdoor Garden,Medium,Loamy,Low,49,48,71,6.4,Compost
Indoor Plant,Outdoor Garden,Medium,Clay,Low,51,67,61,5.0,Liquid Fertilizer
Herb,Outdoor Garden,Low,Sandy,Low,70,58,59,6.6,Nitrogen Rich
Succulent,Rooftop,High,Potting Mix,Medium,43,72,23,7.0,Balanced NPK
Herb,Balcony,High,Potting Mix,High,62,43,65,6.1,Nitrogen Rich
Indoor Plant,Rooftop,Low,Clay,Medium,73,60,71,5.7,Liquid Fertilizer
Succulent,Balcony,High,Sandy,Low,77,30,51,5.4,Phosphorus Rich
Leafy Ornamental,Outdoor Garden,Low,Clay,High,32,32,27,7.3,Nitrogen Rich
Herb,Rooftop,Medium,Loamy,High,41,26,68,6.0,Phosphorus Rich
Leafy Ornamental,Indoor,Medium,Potting Mix,High,57,52,28,7.4,Balanced NPK
Indoor Plant,Indoor,High,Potting Mix,High,50,79,52,7.0,Liquid Fertilizer
Flower Plant,Rooftop,High,Loamy,Low,44,62,58,6.5,Bone Meal
Vegetable Plant,Outdoor Garden,Medium,Loamy,Medium,45,41,38,6.1,Balanced NPK
Flower Plant,Rooftop,Medium,Clay,High,55,75,40,6.8,Bone Meal
Succulent,Rooftop,Low,Loamy,High,65,38,63,5.9,Compost
Leafy Ornamental,Rooftop,High,Loamy,High,54,64,60,5.8,Nitrogen Rich
Indoor Plant,Balcony,High,Potting Mix,High,56,80,62,6.8,Liquid Fertilizer
Leafy Ornamental,Balcony,Medium,Sandy,High,26,21,44,5.4,Nitrogen Rich
Leafy Ornamental,Indoor,Low,Clay,Low,38,63,36,5.4,Nitrogen Rich
Indoor Plant,Balcony,Low,Sandy,Medium,72,48,26,6.5,Balanced NPK
Leafy Ornamental,Rooftop,High,Potting Mix,Low,52,70,70,7.0,Nitrogen Rich
Vegetable Plant,Indoor,Medium,Potting Mix,Medium,70,63,40,7.4,Balanced NPK
Indoor Plant,Indoor,High,Clay,Low,59,75,69,7.2,Liquid Fertilizer
Herb,Rooftop,High,Clay,High,54,67,58,5.5,Nitrogen Rich
Leafy Ornamental,Rooftop,Medium,Potting Mix,Low,63,24,31,7.4,Phosphorus Rich
Leafy Ornamental,Indoor,Medium,Sandy,Medium,37,55,36,5.3,Nitrogen Rich
Succulent,Balcony,Low,Clay,Medium,65,79,29,5.1,Balanced NPK
Vegetable Plant,Indoor,High,Clay,Medium,70,56,55,5.9,Balanced NPK
Leafy Ornamental,Balcony,High,Loamy,Low,53,24,70,6.3,Phosphorus Rich
Herb,Outdoor Garden,Low,Clay,Low,76,33,62,5.8,Phosphorus Rich
Vegetable Plant,Balcony,Low,Potting Mix,High,72,68,61,5.0,Vermicompost
Leafy Ornamental,Balcony,Medium,Loamy,High,59,78,59,5.6,Nitrogen Rich
Indoor Plant,Balcony,Medium,Sandy,Medium,36,54,66,5.7,Liquid Fertilizer
Succulent,Balcony,High,Potting Mix,Medium,22,38,77,6.6,Nitrogen Rich
Vegetable Plant,Indoor,Low,Loamy,High,54,20,60,5.2,Phosphorus Rich
Leafy Ornamental,Rooftop,High,Potting Mix,Low,33,54,73,6.8,Nitrogen Rich
Leafy Ornamental,Outdoor Garden,High,Sandy,High,63,29,21,6.1,Phosphorus Rich
Vegetable Plant,Indoor,Low,Sandy,Low,31,70,36,6.4,Nitrogen Rich
Succulent,Rooftop,Medium,Potting Mix,Medium,48,60,45,6.1,Compost
Indoor Plant,Outdoor Garden,High,Sandy,High,20,61,66,6.5,Nitrogen Rich
Leafy Ornamental,Indoor,High,Sandy,Medium,79,52,26,5.7,Balanced NPK
Leafy Ornamental,Balcony,High,Sandy,Medium,68,79,48,6.0,Nitrogen Rich
Leafy Ornamental,Indoor,Medium,Loamy,High,34,28,67,6.0,Nitrogen Rich
Succulent,Balcony,High,Loamy,Medium,63,76,78,7.4,Compost
Leafy Ornamental,Balcony,Low,Loamy,Low,22,20,56,6.5,Nitrogen Rich
Succulent,Indoor,Medium,Loamy,High,67,77,66,5.9,Compost
Herb,Rooftop,Low,Loamy,Low,59,73,36,5.5,Nitrogen Rich
Flower Plant,Indoor,High,Potting Mix,High,55,24,38,6.7,Phosphorus Rich
Vegetable Plant,Indoor,Low,Potting Mix,Medium,42,28,62,6.6,Phosphorus Rich
Indoor Plant,Balcony,High,Sandy,Low,40,51,48,5.8,Liquid Fertilizer
Leafy Ornamental,Balcony,High,Loamy,High,56,43,71,5.8,Nitrogen Rich
Herb,Rooftop,Low,Clay,Low,70,34,65,6.8,Phosphorus Rich
Herb,Balcony,Medium,Loamy,High,66,41,76,6.2,Nitrogen Rich
Herb,Balcony,Medium,Potting Mix,High,26,31,61,6.5,Nitrogen Rich
Vegetable Plant,Rooftop,High,Loamy,Medium,66,76,60,5.2,Vermicompost
Indoor Plant,Indoor,High,Sandy,High,57,45,69,6.5,Liquid Fertilizer
Indoor Plant,Balcony,High,Potting Mix,High,69,29,43,6.0,Phosphorus Rich
Succulent,Balcony,Low,Potting Mix,High,52,25,45,5.9,Phosphorus Rich
Indoor Plant,Rooftop,High,Loamy,High,28,48,30,5.4,Nitrogen Rich
Succulent,Rooftop,High,Potting Mix,Medium,22,34,68,6.2,Nitrogen Rich
Indoor Plant,Balcony,Medium,Loamy,Low,62,33,53,7.3,Phosphorus Rich
Vegetable Plant,Outdoor Garden,Medium,Potting Mix,Low,22,61,40,5.3,Nitrogen Rich
Succulent,Balcony,High,Clay,High,54,56,31,5.9,Balanced NPK
Herb,Balcony,High,Sandy,High,36,44,78,5.6,Nitrogen Rich
Herb,Balcony,Medium,Potting Mix,Medium,76,58,20,6.3,Balanced NPK
Flower Plant,Outdoor Garden,Low,Loamy,Low,52,61,37,5.5,Bone Meal
Flower Plant,Rooftop,Medium,Sandy,High,34,46,71,5.8,Nitrogen Rich
Indoor Plant,Outdoor Garden,High,Potting Mix,Medium,33,57,30,6.6,Nitrogen Rich
Herb,Indoor,Low,Sandy,Low,56,57,30,5.3,Balanced NPK
Succulent,Indoor,High,Loamy,Low,30,36,79,5.5,Nitrogen Rich
Herb,Indoor,High,Clay,Low,33,48,58,7.5,Nitrogen Rich
Herb,Rooftop,Low,Potting Mix,High,29,70,57,7.1,Nitrogen Rich
Flower Plant,Balcony,Low,Clay,Medium,58,57,24,5.6,Balanced NPK
Herb,Rooftop,Low,Sandy,Low,53,75,78,6.3,Nitrogen Rich
Herb,Rooftop,High,Sandy,Low,50,77,59,6.5,Nitrogen Rich
Succulent,Indoor,Low,Potting Mix,High,28,77,58,6.3,Nitrogen Rich
Indoor Plant,Outdoor Garden,High,Potting Mix,Medium,75,22,64,6.3,Phosphorus Rich
Flower Plant,Outdoor Garden,Medium,Clay,High,71,67,78,6.9,Bone Meal
Leafy Ornamental,Indoor,Medium,Loamy,Medium,50,69,34,7.3,Balanced NPK
Indoor Plant,Balcony,High,Potting Mix,Medium,32,20,65,6.9,Nitrogen Rich
Indoor Plant,Indoor,High,Sandy,Medium,61,33,64,7.0,Phosphorus Rich
Herb,Balcony,Low,Loamy,Medium,61,57,36,5.7,Nitrogen Rich
Succulent,Outdoor Garden,High,Clay,High,37,63,45,6.9,Compost
Herb,Outdoor Garden,Low,Clay,High,55,50,36,7.5,Nitrogen Rich
Succulent,Balcony,High,Potting Mix,High,28,74,75,6.6,Nitrogen Rich
Leafy Ornamental,Rooftop,Medium,Loamy,Low,33,52,45,7.0,Nitrogen Rich
Succulent,Indoor,Low,Potting Mix,High,20,71,25,7.1,Nitrogen Rich
Herb,Outdoor Garden,Low,Sandy,Medium,34,43,25,6.5,Nitrogen Rich
Leafy Ornamental,Outdoor Garden,Medium,Clay,High,58,23,80,6.9,Phosphorus Rich
Flower Plant,Outdoor Garden,Medium,Sandy,Low,74,62,79,7.0,Bone Meal
Vegetable Plant,Rooftop,Low,Loamy,High,30,63,22,5.9,Nitrogen Rich
Leafy Ornamental,Indoor,Low,Sandy,Medium,69,45,42,6.7,Nitrogen Rich
Herb,Rooftop,High,Sandy,High,65,24,78,5.2,Phosphorus Rich
Vegetable Plant,Balcony,Medium,Clay,Low,58,32,49,7.3,Phosphorus Rich
Succulent,Indoor,Medium,Loamy,Medium,52,26,55,5.2,Phosphorus Rich
Vegetable Plant,Balcony,Low,Clay,High,72,70,56,5.6,Balanced NPK
Herb,Outdoor Garden,High,Potting Mix,Low,68,41,69,6.1,Nitrogen Rich
Herb,Indoor,Medium,Sandy,Medium,24,44,60,7.0,Nitrogen Rich
Flower Plant,Rooftop,Medium,Potting Mix,Medium,53,54,20,6.8,Balanced NPK
Vegetable Plant,Rooftop,Medium,Sandy,Medium,63,67,72,5.9,Balanced NPK
Succulent,Rooftop,Medium,Clay,Medium,33,77,56,5.7,Nitrogen Rich
Leafy Ornamental,Rooftop,Medium,Loamy,Low,67,35,75,5.7,Nitrogen Rich
Flower Plant,Rooftop,Low,Clay,Low,69,26,27,7.3,Phosphorus Rich
Leafy Ornamental,Outdoor Garden,High,Sandy,High,22,74,50,5.9,Nitrogen Rich
